,Route,Distance,Cost,InitialLoad
15072,"[0, 30.0, 21.1, 34.0, 22.0, 0.0]",605.1790006781873,3025.895003390937,15000
15073,"[0, 30.0, 21.1, 34.0, 22.0, 34.0, 0.0]",705.0674629276111,3525.3373146380554,15000
15074,"[0, 30.0, 21.1, 34.0, 13.0, 2.0, 0.0]",625.3186011920329,3126.5930059601646,15000
15075,"[0, 30.0, 21.1, 34.0, 13.0, 0.0]",593.3738014089251,2966.8690070446255,15000
15076,"[0, 30.0, 21.1, 34.0, 13.0, 21.1, 0.0]",802.5881786745517,4012.9408933727586,15000
15077,"[0, 30.0, 21.1, 34.0, 13.0, 21.2, 0.0]",802.5881786745517,4012.9408933727586,15000
15078,"[0, 30.0, 21.1, 34.0, 23.0, 0.0]",585.7459968822278,2928.729984411139,15000
15079,"[0, 30.0, 21.1, 34.0, 0.0]",521.3634139793095,2606.8170698965473,15000
15080,"[0, 30.0, 21.1, 21.2, 21.1, 0.0]",434.29671539060604,2171.48357695303,15000
15081,"[0, 30.0, 21.1, 21.2, 34.0, 2.0, 0.0]",533.6170199875141,2668.0850999375707,15000
15082,"[0, 30.0, 21.1, 21.2, 34.0, 13.0, 0.0]",593.3738014089251,2966.8690070446255,15000
15083,"[0, 30.0, 21.1, 21.2, 34.0, 0.0]",521.3634139793095,2606.8170698965473,15000
15084,"[0, 30.0, 21.1, 21.2, 22.0, 0.0]",434.37447195114817,2171.872359755741,15000
15085,"[0, 30.0, 21.1, 21.2, 0.0]",434.29671539060604,2171.48357695303,15000
15086,"[0, 30.0, 21.1, 21.2, 2.0, 0.0]",434.59410170057134,2172.970508502857,15000
15087,"[0, 30.0, 21.1, 21.2, 13.0, 0.0]",479.2647135958212,2396.323567979106,15000
15088,"[0, 30.0, 21.2, 21.1, 22.0, 0.0]",434.37447195114817,2171.872359755741,15000
15089,"[0, 30.0, 21.2, 21.1, 13.0, 0.0]",479.2647135958212,2396.323567979106,15000
15090,"[0, 30.0, 21.2, 21.1, 2.0, 0.0]",434.59410170057134,2172.970508502857,15000
15091,"[0, 30.0, 21.2, 21.1, 0.0]",434.29671539060604,2171.48357695303,15000
15092,"[0, 30.0, 21.2, 21.1, 34.0, 2.0, 0.0]",533.6170199875141,2668.0850999375707,15000
15093,"[0, 30.0, 21.2, 21.1, 34.0, 13.0, 0.0]",593.3738014089251,2966.8690070446255,15000
15094,"[0, 30.0, 21.2, 21.1, 34.0, 0.0]",521.3634139793095,2606.8170698965473,15000
15095,"[0, 30.0, 21.2, 21.1, 21.2, 0.0]",434.29671539060604,2171.48357695303,15000
15096,"[0, 30.0, 21.2, 34.0, 2.0, 0.0]",533.6170199875141,2668.0850999375707,15000
15097,"[0, 30.0, 21.2, 34.0, 21.2, 0.0]",666.6173808510855,3333.0869042554277,15000
15098,"[0, 30.0, 21.2, 34.0, 21.2, 2.0, 0.0]",666.9147671610508,3334.573835805254,15000
15099,"[0, 30.0, 21.2, 34.0, 21.2, 13.0, 0.0]",711.5853790563008,3557.9268952815037,15000
15100,"[0, 30.0, 21.2, 34.0, 21.1, 13.0, 0.0]",711.5853790563008,3557.9268952815037,15000
15101,"[0, 30.0, 21.2, 34.0, 21.1, 2.0, 0.0]",666.9147671610508,3334.573835805254,15000
15102,"[0, 30.0, 21.2, 34.0, 21.1, 0.0]",666.6173808510855,3333.0869042554277,15000
15103,"[0, 30.0, 21.2, 34.0, 22.0, 2.0, 0.0]",605.4108712634636,3027.054356317318,15000
15104,"[0, 30.0, 21.2, 34.0, 22.0, 13.0, 0.0]",653.1398528562958,3265.699264281479,15000
15105,"[0, 30.0, 21.2, 34.0, 22.0, 0.0]",605.1790006781873,3025.895003390937,15000
15106,"[0, 30.0, 21.2, 34.0, 22.0, 34.0, 0.0]",705.0674629276111,3525.3373146380554,15000
15107,"[0, 30.0, 21.2, 34.0, 13.0, 2.0, 0.0]",625.3186011920329,3126.5930059601646,15000
15108,"[0, 30.0, 21.2, 34.0, 13.0, 0.0]",593.3738014089251,2966.8690070446255,15000
15109,"[0, 30.0, 21.2, 34.0, 13.0, 21.1, 0.0]",802.5881786745517,4012.9408933727586,15000
15110,"[0, 30.0, 21.2, 34.0, 13.0, 21.2, 0.0]",802.5881786745517,4012.9408933727586,15000
15111,"[0, 30.0, 21.2, 34.0, 23.0, 0.0]",585.7459968822278,2928.729984411139,15000
15112,"[0, 30.0, 21.2, 34.0, 0.0]",521.3634139793095,2606.8170698965473,15000
15113,"[0, 30.0, 21.2, 36.0, 13.0, 2.0, 0.0]",524.622196057879,2623.1109802893952,15000
15114,"[0, 30.0, 21.2, 36.0, 13.0, 0.0]",492.6773962747712,2463.386981373856,15000
15115,"[0, 30.0, 21.2, 36.0, 13.0, 21.1, 0.0]",701.8917735403978,3509.458867701989,15000
15116,"[0, 30.0, 21.2, 36.0, 13.0, 21.2, 0.0]",701.8917735403978,3509.458867701989,15000
15117,"[0, 30.0, 21.2, 23.0, 2.0, 0.0]",574.0123466702363,2870.0617333511814,15000
15118,"[0, 30.0, 21.2, 23.0, 0.0]",532.5572456578217,2662.7862282891083,15000
15119,"[0, 30.0, 21.2, 22.0, 2.0, 0.0]",434.6063425364244,2173.031712682122,15000
15120,"[0, 30.0, 21.2, 22.0, 13.0, 0.0]",482.33532412925655,2411.6766206462826,15000
15121,"[0, 30.0, 21.2, 22.0, 21.1, 0.0]",508.7123723453088,2543.561861726544,15000
15122,"[0, 30.0, 21.2, 22.0, 21.2, 0.0]",508.7123723453088,2543.561861726544,15000
15123,"[0, 30.0, 21.2, 22.0, 0.0]",434.37447195114817,2171.872359755741,15000
15124,"[0, 30.0, 21.2, 22.0, 34.0, 2.0, 0.0]",546.5165402087765,2732.5827010438825,15000
15125,"[0, 30.0, 21.2, 22.0, 34.0, 13.0, 0.0]",606.2733216301876,3031.366608150938,15000
15126,"[0, 30.0, 21.2, 22.0, 34.0, 0.0]",534.262934200572,2671.31467100286,15000
15127,"[0, 30.0, 21.2, 0.0]",434.29671539060604,2171.48357695303,15000
15128,"[0, 30.0, 21.2, 2.0, 0.0]",434.59410170057134,2172.970508502857,15000
15129,"[0, 30.0, 21.2, 13.0, 2.0, 0.0]",511.209513378929,2556.047566894645,15000
15130,"[0, 30.0, 21.2, 13.0, 0.0]",479.2647135958212,2396.323567979106,15000
15131,"[0, 30.0, 21.2, 13.0, 21.1, 0.0]",688.4790908614478,3442.395454307239,15000
15132,"[0, 30.0, 21.2, 13.0, 21.2, 0.0]",688.4790908614478,3442.395454307239,15000
15133,"[0, 30.0, 21.2, 13.0, 23.0, 0.0]",564.7097294767294,2823.548647383647,15000
15134,"[0, 30.0, 22.0, 2.0, 0.0]",369.8682871336868,1849.341435668434,15000
15135,"[0, 30.0, 22.0, 23.0, 2.0, 0.0]",509.3830638815325,2546.9153194076625,15000
15136,"[0, 30.0, 22.0, 23.0, 0.0]",467.9279628691179,2339.6398143455895,15000
15137,"[0, 30.0, 22.0, 15.0, 0.0]",562.2010329441212,2811.0051647206055,15000
15138,"[0, 30.0, 22.0, 13.0, 2.0, 0.0]",449.54206850962674,2247.7103425481337,15000
15139,"[0, 30.0, 22.0, 13.0, 0.0]",417.59726872651896,2087.986343632595,15000
15140,"[0, 30.0, 22.0, 13.0, 21.1, 0.0]",626.8116459921456,3134.058229960728,15000
15141,"[0, 30.0, 22.0, 13.0, 21.2, 0.0]",626.8116459921456,3134.058229960728,15000
15142,"[0, 30.0, 22.0, 13.0, 23.0, 0.0]",503.0422846074272,2515.211423037136,15000
15143,"[0, 30.0, 22.0, 10.0, 2.0, 0.0]",592.5489455901018,2962.7447279505086,15000
15144,"[0, 30.0, 22.0, 10.0, 13.0, 2.0, 0.0]",627.7019062009194,3138.509531004597,15000
15145,"[0, 30.0, 22.0, 10.0, 13.0, 0.0]",595.7571064178117,2978.7855320890585,15000
15146,"[0, 30.0, 22.0, 10.0, 13.0, 21.1, 0.0]",804.9714836834382,4024.857418417191,15000
15147,"[0, 30.0, 22.0, 10.0, 13.0, 21.2, 0.0]",804.9714836834382,4024.857418417191,15000
15148,"[0, 30.0, 22.0, 10.0, 23.0, 0.0]",553.3237633225015,2766.6188166125075,15000
15149,"[0, 30.0, 22.0, 10.0, 24.0, 0.0]",613.2209753584866,3066.104876792433,15000
15150,"[0, 30.0, 22.0, 10.0, 0.0]",549.4923386257938,2747.461693128969,15000
15151,"[0, 30.0, 22.0, 21.1, 22.0, 0.0]",444.0520735031133,2220.2603675155665,15000
15152,"[0, 30.0, 22.0, 21.1, 13.0, 0.0]",488.94231514778636,2444.711575738932,15000
15153,"[0, 30.0, 22.0, 21.1, 2.0, 0.0]",444.2717032525365,2221.3585162626823,15000
15154,"[0, 30.0, 22.0, 21.1, 0.0]",443.9743169425712,2219.871584712856,15000
15155,"[0, 30.0, 22.0, 21.1, 36.0, 13.0, 0.0]",502.35499782673634,2511.7749891336816,15000
15156,"[0, 30.0, 22.0, 21.1, 34.0, 2.0, 0.0]",543.2946215394792,2716.473107697396,15000
15157,"[0, 30.0, 22.0, 21.1, 34.0, 13.0, 0.0]",603.0514029608903,3015.2570148044515,15000
15158,"[0, 30.0, 22.0, 21.1, 34.0, 0.0]",531.0410155312746,2655.2050776563733,15000
15159,"[0, 30.0, 22.0, 21.1, 21.2, 0.0]",443.9743169425712,2219.871584712856,15000
15160,"[0, 30.0, 22.0, 21.2, 21.1, 0.0]",443.9743169425712,2219.871584712856,15000
15161,"[0, 30.0, 22.0, 21.2, 34.0, 2.0, 0.0]",543.2946215394792,2716.473107697396,15000
15162,"[0, 30.0, 22.0, 21.2, 34.0, 13.0, 0.0]",603.0514029608903,3015.2570148044515,15000
15163,"[0, 30.0, 22.0, 21.2, 34.0, 0.0]",531.0410155312746,2655.2050776563733,15000
15164,"[0, 30.0, 22.0, 21.2, 36.0, 13.0, 0.0]",502.35499782673634,2511.7749891336816,15000
15165,"[0, 30.0, 22.0, 21.2, 22.0, 0.0]",444.0520735031133,2220.2603675155665,15000
15166,"[0, 30.0, 22.0, 21.2, 0.0]",443.9743169425712,2219.871584712856,15000
15167,"[0, 30.0, 22.0, 21.2, 2.0, 0.0]",444.2717032525365,2221.3585162626823,15000
15168,"[0, 30.0, 22.0, 21.2, 13.0, 0.0]",488.94231514778636,2444.711575738932,15000
15169,"[0, 30.0, 22.0, 0.0]",369.6364165484106,1848.182082742053,15000
15170,"[0, 30.0, 22.0, 36.0, 13.0, 2.0, 0.0]",496.8510455999739,2484.2552279998695,15000
15171,"[0, 30.0, 22.0, 36.0, 13.0, 0.0]",464.9062458168661,2324.5312290843303,15000
15172,"[0, 30.0, 22.0, 36.0, 13.0, 21.1, 0.0]",674.1206230824927,3370.6031154124635,15000
15173,"[0, 30.0, 22.0, 36.0, 13.0, 21.2, 0.0]",674.1206230824927,3370.6031154124635,15000
15174,"[0, 30.0, 22.0, 34.0, 2.0, 0.0]",481.77848480603893,2408.892424030195,15000
15175,"[0, 30.0, 22.0, 34.0, 21.2, 0.0]",614.7788456696103,3073.8942283480515,15000
15176,"[0, 30.0, 22.0, 34.0, 21.2, 2.0, 0.0]",615.0762319795756,3075.381159897878,15000
15177,"[0, 30.0, 22.0, 34.0, 21.2, 13.0, 0.0]",659.7468438748256,3298.734219374128,15000
15178,"[0, 30.0, 22.0, 34.0, 21.1, 13.0, 0.0]",659.7468438748256,3298.734219374128,15000
15179,"[0, 30.0, 22.0, 34.0, 21.1, 2.0, 0.0]",615.0762319795756,3075.381159897878,15000
15180,"[0, 30.0, 22.0, 34.0, 21.1, 0.0]",614.7788456696103,3073.8942283480515,15000
15181,"[0, 30.0, 22.0, 34.0, 22.0, 2.0, 0.0]",553.5723360819884,2767.861680409942,15000
15182,"[0, 30.0, 22.0, 34.0, 22.0, 13.0, 0.0]",601.3013176748206,3006.5065883741026,15000
15183,"[0, 30.0, 22.0, 34.0, 22.0, 0.0]",553.3404654967121,2766.7023274835606,15000
15184,"[0, 30.0, 22.0, 34.0, 22.0, 34.0, 13.0, 0.0]",725.2393151757515,3626.1965758787574,15000
15185,"[0, 30.0, 22.0, 34.0, 22.0, 34.0, 0.0]",653.2289277461359,3266.1446387306796,15000
15186,"[0, 30.0, 22.0, 34.0, 13.0, 2.0, 0.0]",573.4800660105577,2867.4003300527884,15000
15187,"[0, 30.0, 22.0, 34.0, 13.0, 0.0]",541.5352662274499,2707.6763311372497,15000
15188,"[0, 30.0, 22.0, 34.0, 13.0, 21.1, 0.0]",750.7496434930765,3753.7482174653824,15000
15189,"[0, 30.0, 22.0, 34.0, 13.0, 21.2, 0.0]",750.7496434930765,3753.7482174653824,15000
15190,"[0, 30.0, 22.0, 34.0, 23.0, 0.0]",533.9074617007527,2669.5373085037636,15000
15191,"[0, 30.0, 22.0, 34.0, 0.0]",469.5248787978344,2347.624393989172,15000
15192,"[0, 30.0, 22.0, 3.0, 2.0, 0.0]",451.864116603496,2259.3205830174797,15000
15193,"[0, 30.0, 22.0, 3.0, 13.0, 0.0]",513.1753565920053,2565.8767829600265,15000
15194,"[0, 30.0, 22.0, 3.0, 22.0, 0.0]",516.4136968066304,2582.068484033152,15000
15195,"[0, 30.0, 22.0, 3.0, 0.0]",443.31688126837315,2216.584406341866,15000
15196,"[0, 30.0, 22.0, 3.0, 34.0, 2.0, 0.0]",481.9232519006226,2409.616259503113,15000
15197,"[0, 30.0, 22.0, 3.0, 34.0, 13.0, 0.0]",541.6800333220336,2708.400166610168,15000
15198,"[0, 30.0, 22.0, 3.0, 34.0, 0.0]",469.66964589241803,2348.3482294620903,15000
15199,"[0, 30.0, 22.0, 24.0, 2.0, 0.0]",626.2434601231907,3131.2173006159537,15000
15200,"[0, 30.0, 22.0, 24.0, 0.0]",582.6401568069439,2913.2007840347196,15000
15201,"[0, 30.0, 22.0, 31.0, 34.0, 0.0]",476.7137289219746,2383.568644609873,15000
15202,"[0, 30.0, 40.1, 2.0, 0.0]",418.8948802010533,2094.4744010052664,15000
15203,"[0, 30.0, 40.1, 13.0, 0.0]",470.6804672608915,2353.4023363044575,15000
15204,"[0, 30.0, 40.1, 10.0, 0.0]",596.0883643570572,2980.4418217852863,15000
15205,"[0, 30.0, 40.1, 9.0, 0.0]",571.9368257350255,2859.684128675128,15000
15206,"[0, 30.0, 40.1, 9.0, 10.0, 0.0]",669.3022994418762,3346.511497209381,15000
15207,"[0, 30.0, 40.1, 9.0, 34.0, 0.0]",613.7666389976828,3068.833194988414,15000
15208,"[0, 30.0, 40.1, 34.0, 2.0, 0.0]",499.6708988412548,2498.354494206274,15000
15209,"[0, 30.0, 40.1, 34.0, 13.0, 0.0]",559.427680262666,2797.1384013133297,15000
15210,"[0, 30.0, 40.1, 34.0, 0.0]",487.4172928330503,2437.0864641652515,15000
15211,"[0, 30.0, 40.1, 0.0]",418.8449577195091,2094.2247885975457,15000
15212,"[0, 30.0, 38.0, 21.2, 34.0, 0.0]",646.0963122533283,3230.4815612666416,15000
15213,"[0, 30.0, 38.0, 21.2, 0.0]",559.0296136646248,2795.148068323124,15000
15214,"[0, 30.0, 38.0, 34.0, 2.0, 0.0]",570.6374232036893,2853.1871160184464,15000
15215,"[0, 30.0, 38.0, 34.0, 21.2, 0.0]",703.6377840672607,3518.1889203363035,15000
15216,"[0, 30.0, 38.0, 34.0, 21.1, 0.0]",703.6377840672607,3518.1889203363035,15000
15217,"[0, 30.0, 38.0, 34.0, 22.0, 0.0]",642.1994038943625,3210.9970194718126,15000
15218,"[0, 30.0, 38.0, 34.0, 13.0, 0.0]",630.3942046251004,3151.971023125502,15000
15219,"[0, 30.0, 38.0, 34.0, 0.0]",558.3838171954848,2791.919085977424,15000
15220,"[0, 30.0, 38.0, 36.0, 13.0, 0.0]",544.0528960600063,2720.2644803000317,15000
15221,"[0, 30.0, 38.0, 40.2, 0.0]",574.4767290509355,2872.3836452546775,15000
15222,"[0, 30.0, 38.0, 22.0, 0.0]",494.39451643878397,2471.97258219392,15000
15223,"[0, 30.0, 38.0, 22.0, 34.0, 0.0]",594.2829786882078,2971.4148934410387,15000
15224,"[0, 30.0, 38.0, 21.1, 0.0]",559.0296136646248,2795.148068323124,15000
15225,"[0, 30.0, 38.0, 21.1, 34.0, 0.0]",646.0963122533283,3230.4815612666416,15000
15226,"[0, 30.0, 38.0, 2.0, 0.0]",410.7027907584185,2053.5139537920923,15000
15227,"[0, 30.0, 38.0, 3.0, 0.0]",537.5869649877982,2687.934824938991,15000
15228,"[0, 30.0, 38.0, 9.0, 2.0, 0.0]",635.5355835586851,3177.6779177934254,15000
15229,"[0, 30.0, 38.0, 9.0, 0.0]",610.7186456064526,3053.593228032263,15000
15230,"[0, 30.0, 38.0, 9.0, 13.0, 0.0]",683.3261510754908,3416.630755377454,15000
15231,"[0, 30.0, 38.0, 9.0, 10.0, 0.0]",708.0841193133033,3540.4205965665165,15000
15232,"[0, 30.0, 38.0, 9.0, 34.0, 13.0, 0.0]",724.5588462987255,3622.794231493627,15000
15233,"[0, 30.0, 38.0, 9.0, 34.0, 0.0]",652.5484588691099,3262.7422943455495,15000
15234,"[0, 30.0, 38.0, 0.0]",388.0780584151969,1940.3902920759845,15000
15235,"[0, 30.0, 38.0, 10.0, 2.0, 0.0]",586.914647966448,2934.57323983224,15000
15236,"[0, 30.0, 38.0, 10.0, 13.0, 0.0]",590.1228087941579,2950.6140439707897,15000
15237,"[0, 30.0, 38.0, 10.0, 0.0]",543.85804100214,2719.2902050107,15000
15238,"[0, 30.0, 38.0, 13.0, 2.0, 0.0]",424.70779007798933,2123.538950389947,15000
15239,"[0, 30.0, 38.0, 13.0, 0.0]",392.76299029488155,1963.8149514744077,15000
15240,"[0, 30.0, 36.0, 13.0, 2.0, 0.0]",495.6934969748069,2478.4674848740347,15000
15241,"[0, 30.0, 36.0, 13.0, 0.0]",463.74869719169914,2318.7434859584955,15000
15242,"[0, 30.0, 36.0, 13.0, 21.1, 2.0, 0.0]",673.2604607672911,3366.3023038364554,15000
15243,"[0, 30.0, 36.0, 13.0, 21.1, 0.0]",672.9630744573258,3364.815372286629,15000
15244,"[0, 30.0, 36.0, 13.0, 21.1, 21.2, 0.0]",672.9630744573258,3364.815372286629,15000
15245,"[0, 30.0, 36.0, 13.0, 21.2, 21.1, 0.0]",672.9630744573258,3364.815372286629,15000
15246,"[0, 30.0, 36.0, 13.0, 21.2, 0.0]",672.9630744573258,3364.815372286629,15000
15247,"[0, 30.0, 36.0, 13.0, 21.2, 2.0, 0.0]",673.2604607672911,3366.3023038364554,15000
15248,"[0, 30.0, 36.0, 13.0, 23.0, 2.0, 0.0]",590.648814085022,2953.24407042511,15000
15249,"[0, 30.0, 36.0, 13.0, 23.0, 0.0]",549.1937130726074,2745.9685653630368,15000
15250,"[0, 30.0, 35.0, 2.0, 0.0]",395.7065576437635,1978.5327882188176,15000
15251,"[0, 30.0, 35.0, 4.0, 0.0]",595.6525156229615,2978.262578114807,15000
15252,"[0, 30.0, 35.0, 0.0]",352.4044928434246,1762.022464217123,15000
15253,"[0, 30.0, 35.0, 19.0, 2.0, 0.0]",561.5655637655985,2807.827818827993,15000
15254,"[0, 30.0, 35.0, 19.0, 0.0]",561.5476867102149,2807.738433551074,15000
15255,"[0, 30.0, 35.0, 19.0, 13.0, 0.0]",613.1740802813988,3065.870401406994,15000
15256,"[0, 30.0, 35.0, 19.0, 10.0, 0.0]",739.3862375897995,3696.931187948998,15000
15257,"[0, 30.0, 35.0, 19.0, 9.0, 0.0]",720.9282534710633,3604.6412673553164,15000
15258,"[0, 30.0, 35.0, 19.0, 9.0, 10.0, 0.0]",818.293727177914,4091.4686358895697,15000
15259,"[0, 30.0, 35.0, 19.0, 9.0, 34.0, 0.0]",762.7580667337206,3813.790333668603,15000
15260,"[0, 30.0, 35.0, 19.0, 34.0, 13.0, 0.0]",709.6040134784776,3548.020067392388,15000
15261,"[0, 30.0, 35.0, 19.0, 34.0, 0.0]",637.5936260488619,3187.9681302443096,15000
15262,"[0, 30.0, 35.0, 18.0, 22.0, 0.0]",515.8380740849097,2579.1903704245487,15000
15263,"[0, 30.0, 35.0, 18.0, 34.0, 2.0, 0.0]",582.567105868335,2912.8355293416753,15000
15264,"[0, 30.0, 35.0, 18.0, 34.0, 13.0, 0.0]",642.3238872897462,3211.619436448731,15000
15265,"[0, 30.0, 35.0, 18.0, 34.0, 0.0]",570.3134998601305,2851.5674993006523,15000
15266,"[0, 30.0, 35.0, 18.0, 2.0, 0.0]",444.29779505084457,2221.488975254223,15000
15267,"[0, 30.0, 35.0, 18.0, 9.0, 0.0]",637.4446891865493,3187.2234459327465,15000
15268,"[0, 30.0, 35.0, 18.0, 9.0, 10.0, 0.0]",734.8101628934,3674.0508144670002,15000
15269,"[0, 30.0, 35.0, 18.0, 9.0, 34.0, 0.0]",679.2745024492067,3396.3725122460337,15000
15270,"[0, 30.0, 35.0, 18.0, 0.0]",443.8443145508166,2219.221572754083,15000
15271,"[0, 30.0, 35.0, 18.0, 10.0, 0.0]",623.9870003458642,3119.935001729321,15000
15272,"[0, 30.0, 35.0, 18.0, 13.0, 0.0]",495.7302067364127,2478.6510336820634,15000
15273,"[0, 30.0, 35.0, 15.0, 2.0, 0.0]",407.17694427230555,2035.8847213615277,15000
15274,"[0, 30.0, 35.0, 15.0, 0.0]",363.9670130693938,1819.8350653469688,15000
15275,"[0, 30.0, 35.0, 15.0, 13.0, 0.0]",408.6958657211243,2043.4793286056215,15000
15276,"[0, 30.0, 35.0, 15.0, 10.0, 2.0, 0.0]",407.751333125155,2038.756665625775,15000
15277,"[0, 30.0, 35.0, 15.0, 10.0, 13.0, 0.0]",410.9594939528649,2054.7974697643244,15000
15278,"[0, 30.0, 35.0, 15.0, 10.0, 0.0]",364.6947261608469,1823.4736308042347,15000
15279,"[0, 30.0, 35.0, 15.0, 34.0, 2.0, 0.0]",520.0468669633976,2600.234334816988,15000
15280,"[0, 30.0, 35.0, 15.0, 34.0, 13.0, 0.0]",579.8036483848086,2899.018241924043,15000
15281,"[0, 30.0, 35.0, 15.0, 34.0, 0.0]",507.79326095519303,2538.966304775965,15000
15282,"[0, 30.0, 35.0, 21.1, 22.0, 2.0, 0.0]",590.2964452207933,2951.4822261039667,15000
15283,"[0, 30.0, 35.0, 21.1, 22.0, 13.0, 0.0]",638.0254268136256,3190.127134068128,15000
15284,"[0, 30.0, 35.0, 21.1, 22.0, 21.1, 0.0]",664.4024750296777,3322.0123751483884,15000
15285,"[0, 30.0, 35.0, 21.1, 22.0, 21.2, 0.0]",664.4024750296777,3322.0123751483884,15000
15286,"[0, 30.0, 35.0, 21.1, 22.0, 0.0]",590.064574635517,2950.3228731775853,15000
15287,"[0, 30.0, 35.0, 21.1, 22.0, 34.0, 2.0, 0.0]",702.2066428931455,3511.0332144657277,15000
15288,"[0, 30.0, 35.0, 21.1, 22.0, 34.0, 13.0, 0.0]",761.9634243145565,3809.8171215727825,15000
15289,"[0, 30.0, 35.0, 21.1, 22.0, 34.0, 0.0]",689.953036884941,3449.765184424705,15000
15290,"[0, 30.0, 35.0, 21.1, 13.0, 2.0, 0.0]",666.899616063298,3334.49808031649,15000
15291,"[0, 30.0, 35.0, 21.1, 13.0, 0.0]",634.9548162801902,3174.774081400951,15000
15292,"[0, 30.0, 35.0, 21.1, 13.0, 21.1, 0.0]",844.1691935458168,4220.845967729084,15000
15293,"[0, 30.0, 35.0, 21.1, 13.0, 21.2, 0.0]",844.1691935458168,4220.845967729084,15000
15294,"[0, 30.0, 35.0, 21.1, 13.0, 23.0, 0.0]",720.3998321610984,3601.999160805492,15000
15295,"[0, 30.0, 35.0, 21.1, 2.0, 0.0]",590.2842043849403,2951.4210219247016,15000
15296,"[0, 30.0, 35.0, 21.1, 0.0]",589.986818074975,2949.934090374875,15000
15297,"[0, 30.0, 35.0, 21.1, 23.0, 2.0, 0.0]",729.7024493546052,3648.5122467730257,15000
15298,"[0, 30.0, 35.0, 21.1, 23.0, 0.0]",688.2473483421905,3441.2367417109526,15000
15299,"[0, 30.0, 35.0, 21.1, 36.0, 13.0, 2.0, 0.0]",680.312298742248,3401.56149371124,15000
15300,"[0, 30.0, 35.0, 21.1, 36.0, 13.0, 0.0]",648.3674989591402,3241.837494795701,15000
15301,"[0, 30.0, 35.0, 21.1, 36.0, 13.0, 21.1, 0.0]",857.5818762247668,4287.9093811238345,15000
15302,"[0, 30.0, 35.0, 21.1, 36.0, 13.0, 21.2, 0.0]",857.5818762247668,4287.9093811238345,15000
15303,"[0, 30.0, 35.0, 21.1, 34.0, 2.0, 0.0]",689.307122671883,3446.535613359415,15000
15304,"[0, 30.0, 35.0, 21.1, 34.0, 21.2, 0.0]",822.3074835354544,4111.537417677272,15000
15305,"[0, 30.0, 35.0, 21.1, 34.0, 21.2, 2.0, 0.0]",822.6048698454197,4113.024349227098,15000
15306,"[0, 30.0, 35.0, 21.1, 34.0, 21.2, 13.0, 0.0]",867.2754817406696,4336.377408703348,15000
15307,"[0, 30.0, 35.0, 21.1, 34.0, 21.1, 13.0, 0.0]",867.2754817406696,4336.377408703348,15000
15308,"[0, 30.0, 35.0, 21.1, 34.0, 21.1, 2.0, 0.0]",822.6048698454197,4113.024349227098,15000
15309,"[0, 30.0, 35.0, 21.1, 34.0, 21.1, 0.0]",822.3074835354544,4111.537417677272,15000
15310,"[0, 30.0, 35.0, 21.1, 34.0, 22.0, 2.0, 0.0]",761.1009739478325,3805.504869739162,15000
15311,"[0, 30.0, 35.0, 21.1, 34.0, 22.0, 13.0, 0.0]",808.8299555406646,4044.1497777033233,15000
15312,"[0, 30.0, 35.0, 21.1, 34.0, 22.0, 0.0]",760.8691033625562,3804.345516812781,15000
15313,"[0, 30.0, 35.0, 21.1, 34.0, 22.0, 34.0, 0.0]",860.75756561198,4303.7878280599,15000
15314,"[0, 30.0, 35.0, 21.1, 34.0, 13.0, 2.0, 0.0]",781.0087038764018,3905.043519382009,15000
15315,"[0, 30.0, 35.0, 21.1, 34.0, 13.0, 0.0]",749.063904093294,3745.31952046647,15000
15316,"[0, 30.0, 35.0, 21.1, 34.0, 13.0, 21.1, 0.0]",958.2782813589206,4791.3914067946025,15000
15317,"[0, 30.0, 35.0, 21.1, 34.0, 13.0, 21.2, 0.0]",958.2782813589206,4791.3914067946025,15000
15318,"[0, 30.0, 35.0, 21.1, 34.0, 23.0, 0.0]",741.4360995665968,3707.1804978329837,15000
15319,"[0, 30.0, 35.0, 21.1, 34.0, 0.0]",677.0535166636785,3385.267583318392,15000
15320,"[0, 30.0, 35.0, 21.1, 21.2, 21.1, 0.0]",589.986818074975,2949.934090374875,15000
15321,"[0, 30.0, 35.0, 21.1, 21.2, 34.0, 2.0, 0.0]",689.307122671883,3446.535613359415,15000
15322,"[0, 30.0, 35.0, 21.1, 21.2, 34.0, 13.0, 0.0]",749.063904093294,3745.31952046647,15000
15323,"[0, 30.0, 35.0, 21.1, 21.2, 34.0, 0.0]",677.0535166636785,3385.267583318392,15000
15324,"[0, 30.0, 35.0, 21.1, 21.2, 22.0, 0.0]",590.064574635517,2950.3228731775853,15000
15325,"[0, 30.0, 35.0, 21.1, 21.2, 0.0]",589.986818074975,2949.934090374875,15000
15326,"[0, 30.0, 35.0, 21.1, 21.2, 2.0, 0.0]",590.2842043849403,2951.4210219247016,15000
15327,"[0, 30.0, 35.0, 21.1, 21.2, 13.0, 0.0]",634.9548162801902,3174.774081400951,15000
15328,"[0, 30.0, 35.0, 13.0, 2.0, 0.0]",428.80088291889166,2144.0044145944585,15000
15329,"[0, 30.0, 35.0, 13.0, 0.0]",396.8560831357839,1984.2804156789193,15000
15330,"[0, 30.0, 35.0, 13.0, 21.1, 2.0, 0.0]",606.3678467113758,3031.839233556879,15000
